39,"Unit 6003 Box 8813
DPO AP 27146",Kuwait
58,"Wähnerallee 095
04980 Ebern",Angola
58,"Paseo de Saturnino Bustos 25 Apt. 32 
Albacete, 38462",Cuba
50,"Ronda de Pascual Acero 564
La Rioja, 32148",Côte d'Ivoire
29,"Pasadizo de Faustino Calvet 92
Málaga, 31724",Luxemburgo
66,"98, rue Da Silva
89229 Da CostaBourg",Saint-Marin (Rép. de)
64,"Klotzstr. 03
49022 Lüdenscheid",Tonga
49,"78, avenue de Allard
84437 Saint Augustin",Mali
78,"13, avenue Philippine Lebreton
58667 Sainte Louise-les-Bains",Mauritanie
74,"Cuesta de Yago Olivé 53 Apt. 03 
Álava, 46669",Emiratos Árabes Unidos
48,"Ronda de Olga Arias 42
Murcia, 30770",Belarús
76,"Segebahnweg 2
04302 Grevenbroich",Guadeloupe
75,"Kallertallee 3/4
50702 Delitzsch",Dominica
66,"Waldtraut-Rose-Platz 6/4
40818 Auerbach",Tonga
68,"675 Bautista Throughway
Johnathanshire, HI 32809",British Indian Ocean Territory (Chagos Archipelago)
31,"PSC 4983, Box 5528
APO AE 61045",Greece
56,"98, rue Dorothée Duhamel
90900 Torres",Hong Kong
36,"Pasadizo Ezequiel España 59
Barcelona, 08084",Botswana
79,"Glorieta de Fidela Garrido 263
Madrid, 23268",Yemen
30,"Unit 1803 Box 6648
DPO AP 72958",Rwanda
52,"Paseo de Iván Becerra 73
Valladolid, 32964",Israel
58,"PSC 1707, Box 0351
APO AE 38723",Kyrgyz Republic
30,"Pasaje de Seve Mendez 69 Piso 2 
Valencia, 47196",Uganda
51,"Korbinian-Seidel-Ring 49
28941 Paderborn",Tunesien
45,"9, rue Margaux Berthelot
48307 Henry",Pitcairn (Îles)
61,"Thilo-Hoffmann-Allee 0/0
49299 Badoberan",Südafrika
61,"USNV Keller
FPO AE 88244",Colombia
51,"Pasadizo de Maxi Bárcena 12
Girona, 08406",Egipto
45,"366 Antonio Vista
Bobmouth, MT 10085",Paraguay
56,"Unit 9507 Box 4111
DPO AP 98434",Saint Barthelemy
23,"Unit 0520 Box 9831
DPO AA 41067",Hong Kong
21,"Margaret-Schmiedt-Straße 5
03799 Ribnitz-Damgarten",Tadschikistan
49,"Sonja-Dörschner-Straße 931
81110 Flöha",Nordmazedonien
25,"PSC 8262, Box 5652
APO AA 45509",Montenegro
53,"9, rue Hugues Lucas
40750 Paris-sur-Guibert",Haïti
60,"Ladeckplatz 2/0
52249 Hagenow",Kambodscha
28,"Avenida Luis Ángel Cabezas 65 Puerta 0 
La Coruña, 47837",Perú
22,"Heßplatz 0
24237 Hansestadttralsund",Nordmazedonien
68,"76, rue Maillot
44789 Saint Daniel-sur-Mer",Biélorussie
23,"1, rue de Leroux
33165 Chrétiennec",Arménie
55,"Jähnallee 7
14466 Eberswalde",Isle of Man
18,"Acceso Coral Vallés 5 Piso 9 
Santa Cruz de Tenerife, 06671",Jamaica
68,"Nohlmansring 8/9
12292 Grafenau",Färöer
80,"Sigrun-Oestrovsky-Straße 9
19959 Luckenwalde",Norwegen
49,"Pasaje Amando Guzmán 86
La Coruña, 26198",Suriname
75,"Dörrweg 157
73411 Döbeln",St. Pierre und Miquelon
79,"1, chemin Claudine Besson
75463 Grégoire",Albanie
58,"95, rue de Gosselin
47958 Fauredan",Sainte Hélène
30,"78, rue de Laporte
72404 Menard",Malawi
65,"30, rue de Bernard
51942 Rossi-la-Forêt",Libye
59,"Hellwigstr. 9/9
04619 Sulzbach-Rosenberg",Sri Lanka
29,"Bolnbachweg 9
27688 Gotha",Turks- und Caicosinseln
43,"USNV Duarte
FPO AP 53078",Rwanda
18,"75, boulevard de Alves
92695 Guilbert",Estonie
64,"Ronda de Carina Oliver 58 Puerta 0 
Castellón, 28480",Nauru
40,"63561 Mindy Spur
Jordanfurt, CO 47854",Seychelles
45,"Genoveva-Rudolph-Gasse 324
84913 Illertissen",Vatikanstadt
61,"Säuberlichstr. 576
51652 Eisleben",Swasiland
33,"66, avenue Honoré Marques
73502 Arnaud-sur-Mer",Guyane française
44,"Unit 4030 Box 5567
DPO AA 74114",Cayman Islands
66,"Urbanización de Felix Cifuentes 76 Puerta 0 
Huesca, 13585",Bhután
40,"rue Franck Dupont
49649 Leclercq-sur-Albert",Micronésie (États fédérés de)
33,"Segebahnweg 4/8
03379 Perleberg",Bahamas
54,"9, avenue de Pinto
68783 Saint Guillaume",Australie
44,"Heidrichring 5
64300 Werdau",Aserbaidschan
22,"54, avenue Da Silva
12660 Guilbert",Royaume-Uni
22,"144, boulevard Aubert
16640 Sainte Rémy",Algérie
50,"Avenida de Bautista Álamo 52
Lleida, 39003",Gabón
38,"USNV Kaufman
FPO AA 07636",Mozambique
34,"Urbanización Jacobo Nogués 561 Piso 4 
Cádiz, 30984",Chad
78,"Unit 0524 Box 9863
DPO AP 07632",Korea
70,"1, rue de Fischer
71993 ChauvetBourg",Géorgie du Sud et Sandwich du Sud (Îles)
33,"70, rue de Lebon
34402 Garnier-les-Bains",République centrafricaine
25,"Calle de Primitiva Jordá 69
Ceuta, 45819",Grecia
80,"Pasadizo Roldán Sans 95
Teruel, 10649",República Democrática del Congo
37,"Nergerweg 1
55152 Eisenhüttenstadt",Amerikanisch-Ozeanien
57,"USS Farrell
FPO AP 85390",Comoros
63,"Liesel-Jockel-Straße 674
41846 Wittmund",Alandinseln
30,"PSC 0536, Box 3405
APO AE 03002",Slovakia (Slovak Republic)
42,"8127 Lori Drive Apt. 908
New Tinaside, MA 77612",Greece
64,"Röhrichtstraße 3/6
36060 Spremberg",Peru
45,"Hans-Gerhard-Lachmann-Platz 72
62871 Einbeck",Guinea-Bissau
72,"Unit 2621 Box 3761
DPO AP 44356",Greece
56,"1, rue de Durand
35554 Rioudan",Territoire britannique de l'océan Indien
50,"Henckallee 7/2
36813 Schmölln",Kuwait
46,"61, chemin Margaux Coulon
20738 Guyot",États-Unis
25,"Hölzenbecherallee 0/4
40066 Gerolzhofen",Nauru
49,"USCGC Scott
FPO AE 51104",Netherlands
25,"Unit 7724 Box 9638
DPO AA 69238",Uganda
49,"Unit 5875 Box 0422
DPO AE 18018",Tonga
64,"Calle Jacobo Carmona 148 Piso 7 
Cantabria, 46168",India
75,"69, rue Benjamin Teixeira
16256 Lebrun",Égypte
58,"Naserplatz 4/5
60868 Rastatt",Brasilien
28,"Urbanización de Benjamín Ballester 841
Cáceres, 36824",Turquía
58,"PSC 9079, Box 5029
APO AP 02324",Faroe Islands
19,"12, chemin Pruvost
82558 Saint FrançoiseBourg",Honduras
24,"C. de Luna Arnal 86 Apt. 10 
Ciudad, 13602",Belarús
22,"Dussen vanstr. 4
12191 Saarbrücken",Sonderverwaltungszone Hongkong
71,"24, boulevard de David
52527 Arnaud",Colombie
60,"569, boulevard de Gay
06818 Coste",Gabon
64,"Stollplatz 67
54942 Rosenheim",Burkina Faso
48,"Unit 1521 Box 2011
DPO AP 90642",Thailand
27,"Callejón de Ainara Rivera 21 Piso 5 
Baleares, 28291",Argentina
63,"36, boulevard Hubert
36829 Huet-la-Forêt",Arabie saoudite
20,"22, rue Martine Lemaire
52148 Fernandes",Guinée Equatoriale
38,"Pasadizo Leire Palomo 573
Almería, 02879",Ecuador
27,"79, rue de Brun
97640 Raynaud",Côte d'Ivoire
53,"78, rue de Dupont
83664 Philippe",Seychelles
24,"Vassilios-Steckel-Allee 38
42273 Stadtsteinach",Vatikanstadt
43,"Unit 5576 Box 7984
DPO AA 36034",Panama
61,"Ronda de Baldomero Caparrós 68 Piso 0 
Huesca, 21665",Camerún
62,"PSC 4861, Box 5382
APO AE 03192",Kuwait
68,"32, chemin Stéphanie Charpentier
51140 Sainte Virginie",Bolivie
43,"Unit 8519 Box 3414
DPO AA 29181",Montenegro
46,"Unit 8402 Box 7566
DPO AE 89607",Congo
57,"Paseo de Horacio Jaén 75 Apt. 28 
Baleares, 43513",Camboya
76,"Paseo Isaura Armengol 62
Ourense, 23825",República Dominicana
67,"11, rue de Dias
92654 Sainte David-sur-Mer",Tuvalu
67,"USNV David
FPO AP 13209",British Virgin Islands
51,"Cañada de Irene Ribera 747 Piso 0 
Álava, 45732",Canadá
31,"Callejón de Fortunata Maestre 65 Puerta 1 
Almería, 39603",Federación de Rusia
33,"Vial de Merche Expósito 916
La Coruña, 28560",Nicaragua
46,"Unit 4039 Box 3964
DPO AE 23083",Kyrgyz Republic
60,"Cuesta Eugenia Bayón 13 Piso 5 
Álava, 26450",Palau
21,"Schlosserstraße 81
09813 Wolmirstedt",St. Martin
21,"Karl-Dieter-Bolnbach-Weg 06
90084 Grevesmühlen",Island
26,"Unit 9437 Box 1866
DPO AE 81521",Belarus
75,"Mohauptplatz 1
91034 Haldensleben",Kiribati
33,"USNS Stephenson
FPO AA 79892",Madagascar
79,"C. Genoveva Duque 47
Santa Cruz de Tenerife, 45576",Islas Salomón
48,"81748 Williamson Heights
Lake Yvonne, WV 71094",Samoa
67,"PSC 0840, Box 8521
APO AP 73833",Cote d'Ivoire
72,"avenue de Moreno
78724 Saint Alexandrenec",Cap Vert
61,"Unit 9506 Box 4228
DPO AA 51285",Iran
76,"3, rue Petitjean
48609 Guérin",Libye
45,"rue Xavier Pinto
86822 Saint Dominique",Brésil
45,"854, rue de Dupuy
47327 Bousquet-sur-Mer",Israël
47,"rue Fischer
73689 Godard",Géorgie du Sud et Sandwich du Sud (Îles)
50,"Unit 1107 Box 6081
DPO AP 67700",Brazil
72,"874 Tracie Stravenue
Bradleymouth, MD 84518",United Kingdom
21,"Schachtstr. 8
98450 Pirmasens",Malediven
49,"Calle Pascual Porta 68 Puerta 2 
Soria, 14841",España
70,"Veronique-Ruppersberger-Gasse 4
56684 Worbis",Ungarn
66,"Korinna-Conradi-Straße 4/9
39158 Miltenberg",Samoa
33,"64968 Jeanne Crescent
Kempshire, WY 03291",Palestinian Territory
64,"Gabor-Harloff-Weg 2
89538 Mayen",Côte d’Ivoire
79,"Via de Felipa Navarrete 890
Ciudad, 35173",Eritrea
45,"Ivanka-Nette-Gasse 272
53925 Eutin",Polen
52,"53, rue Émilie Lejeune
60769 Gérard-les-Bains",Cayman (Îles)
78,"Pasaje Adora Alberdi 43
Tarragona, 17158",Polonia
31,"Elenore-Stahr-Allee 0/7
48133 Eckernförde",Tansania
58,"20, boulevard René Baudry
29514 Blanc",Saint-Marin (Rép. de)
68,"816 Maynard Overpass Apt. 866
Makaylafort, DE 19487",United Kingdom
24,"Via de Brígida Peralta 15
Ourense, 39139",Zambia
28,"Rambla de Remigio Seco 77
Ávila, 51540",Ghana
20,"Unit 8778 Box 6382
DPO AE 56846",New Zealand
38,"Pohlallee 3
01213 Ochsenfurt",Sudan
38,"Cuesta de Paca Montalbán 5
Huelva, 15855",Guinea
68,"Via de Moreno Flor 176 Apt. 96 
Jaén, 07791",Trinidad y Tabago
48,"68255 Gabrielle Tunnel Apt. 692
Banksmouth, ME 54458",Saint Barthelemy
47,"PSC 6369, Box 9324
APO AP 72433",Australia
55,"Hofmannstr. 810
24912 Feuchtwangen",Mauritius
58,"12, chemin Ledoux
69602 Saint Marcelle",Ethiopie
44,"avenue Boulay
57850 Bouchet",Monaco
65,"Alameda Fidel Frutos 12 Puerta 5 
Zaragoza, 32437",Eslovaquia
25,"7381 Shelton Canyon Apt. 609
Port Vickiport, IL 22254",Morocco
66,"20, chemin de Rossi
40818 Gallet",Burkina Faso
60,"Ladislaus-Boucsein-Weg 2/7
63199 Kelheim",Palästinensische Gebiete
43,"Agathe-Steuer-Allee 63
74750 Nürtingen",Kiribati
19,"Unit 1023 Box 9134
DPO AP 17451",Tuvalu
23,"13488 Terrence Burg Apt. 497
New Rhondaborough, MI 44902",United Arab Emirates
39,"boulevard Yves Delattre
75538 Ribeiro",Tuvalu
58,"Cuesta Yésica Correa 88
Almería, 03702",Singapur
38,"62335 Kevin Brooks
North Chadborough, DC 19039",Romania
34,"7602 Carl Valley Suite 601
Wheelerton, ID 20330",Yemen
36,"2, avenue Allain
40337 Lebon",Jordanie
67,"C. de Jordana Nieto 389
Lleida, 07795",Liberia
37,"USS Thompson
FPO AA 02908",Cyprus
64,"63, boulevard Élise Da Silva
17269 Boyer",La Barbad
60,"Camino Bienvenida Julián 9 Piso 2 
Pontevedra, 27789",Ecuador
24,"Dana-Drub-Platz 5
01602 Hoyerswerda",Antigua und Barbuda
51,"PSC 8216, Box 7840
APO AE 79565",Cook Islands
30,"Pasaje Zoraida Zabala 94 Puerta 7 
Lugo, 46410",Palau
61,"12, boulevard Capucine Lamy
74237 Saint Paulboeuf",Heard et McDonald (Îles)
29,"Adina-Gierschner-Straße 042
74390 Heiligenstadt",Bhutan
21,"Rambla de Bernabé Riquelme 2
Guadalajara, 50030",Samoa
20,"Unit 5504 Box 1712
DPO AP 77003",Kuwait
22,"rue de Weiss
61683 Courtois",Djibouti
26,"Unit 2645 Box 5324
DPO AA 32040",Zimbabwe
18,"13, rue de Dufour
40711 Peltier",Danemark
70,"4, chemin Caron
97399 Blot",Antilles néerlandaises
61,"5, boulevard Rémy Pineau
90706 Torres",Pakistan
45,"726 Roberts Well
Port Soniaton, NC 31646",Saint Kitts and Nevis
61,"USCGC Castro
FPO AP 18463",Qatar
32,"Lorenz-Schenk-Ring 41
82279 Saulgau",Philippinen
67,"35, boulevard de Verdier
76564 Saint PhilippineBourg",Indonésie
25,"Alameda Merche Bravo 76
Segovia, 23643",Angola
63,"Etzlerring 6
04934 Bad Freienwalde",Kasachstan
25,"PSC 7436, Box 0802
APO AA 96776",Niue
54,"Alameda Belen Cazorla 1
Tarragona, 35071",Reino Unido de Gran Bretaña e Irlanda del Norte
77,"Camino Eligio Belmonte 67 Piso 2 
Álava, 31461",Myanmar
64,"Paseo de Genoveva Puig 86 Apt. 92 
Sevilla, 33736",Hungría
21,"Rambla de Blanca Salas 595
Valladolid, 09229",Sri Lanka
29,"USNV Vasquez
FPO AP 93852",Peru
68,"Pasadizo Américo Llabrés 778
Huesca, 20929",Pakistán
37,"Alameda de Poncio Gil 9
Ávila, 41612",Angola
58,"Cañada Pelayo España 42
Jaén, 40976",Saint Kitts y Nevis
24,"Unit 5185 Box 8243
DPO AP 26116",Christmas Island
48,"chemin Dos Santos
32668 Barthelemy",Guinée-Bissau
71,"Avenida de Consuela Toro 79
Albacete, 30296",Argelia
78,"051 Zimmerman Centers
Lake Randall, NM 98943",Luxembourg
63,"Donata-Schmidt-Allee 739
54360 Calw",Spanien
25,"Pasadizo de Bienvenida Orozco 28
Palencia, 03508",Noruega
53,"4786 Carolyn Roads Suite 935
Nicoleville, NJ 22636",Nicaragua
41,"83, rue de Hervé
02148 Evrard",Iran
21,"Tröstring 5
50296 Bitterfeld",Antarktis
80,"Calle de Lilia Sala 21 Puerta 2 
Lleida, 24786",Jamaica
69,"Unit 4959 Box 4944
DPO AP 33608",Kiribati
66,"Unit 3748 Box 0147
DPO AA 06176",Tunisia
35,"Noackgasse 098
13874 Waren",Deutschland
80,"553 Gavin Skyway
Jennamouth, NV 68459",Dominica
18,"2, boulevard Faure
62376 Perrier-sur-Mer",Kirghizistan
65,"Hermighausenring 231
78079 Amberg",Martinique
20,"USNS Wong
FPO AA 61125",Norway
22,"Glorieta de Carolina Tejedor 3
Alicante, 13153",Eritrea
49,"Pasadizo Victoria Araujo 8 Puerta 7 
Guadalajara, 20384",Chile
32,"Steinbergring 05
28153 Forchheim",Tokelau
55,"Maren-Schuchhardt-Straße 9
41320 Marienberg",Palau
75,"USCGC Chan
FPO AP 16608",Uzbekistan
56,"PSC 8011, Box 2983
APO AA 43843",Morocco
25,"USCGC Mejia
FPO AE 28700",Bahrain
58,"6, avenue de Blondel
23449 Mallet-sur-De Sousa",Porto Rico
30,"Cuesta de Casemiro Luján 950
Vizcaya, 16869",Hungría
63,"PSC 7684, Box 8703
APO AE 15162",Holy See (Vatican City State)
50,"PSC 7828, Box 0243
APO AA 22084",Czech Republic
59,"PSC 9992, Box 5676
APO AA 10135",Burkina Faso
50,"PSC 8619, Box 8736
APO AE 41755",Mayotte
22,"Hans-Erich-Losekann-Ring 998
01401 Kaiserslautern",Belgien
53,"Ronda Édgar Alcolea 21
Jaén, 38393",Kuwait
34,"Pasaje Victoria Jerez 71 Apt. 94 
Guipúzcoa, 43458",Angola
63,"Weimergasse 4
26181 Brandenburg",Aruba
31,"Erdogan-Mohaupt-Gasse 265
16780 Leipziger Land",Bulgarien
41,"Alameda Estrella Palomino 3 Apt. 07 
Barcelona, 39832",Antigua y Barbuda
69,"Liselotte-Thies-Ring 732
96332 Gerolzhofen",Zentralafrikanische Republik
66,"22, boulevard Guillet
41718 Vincentboeuf",Tunisie
63,"Paseo de Inocencio Crespi 13
Burgos, 46340",República de Moldova
39,"Mansweg 00
51277 Suhl",Amerikanisch-Ozeanien
80,"boulevard Manon Bousquet
69188 EvrardVille",Bouvet (Îles)
40,"PSC 1510, Box 3317
APO AA 65415",Tokelau
78,"Paseo de Régulo Teruel 7 Apt. 65 
Girona, 23818",Uruguay
34,"5169 Reilly Ferry Suite 510
Simpsonside, ME 54580",Congo
35,"Ronda Eustaquio Guillen 67
Guipúzcoa, 10464",Malawi
23,"avenue Gosselin
89977 Sainte Alexandriaboeuf",Royaume-Uni
68,"Annelene-Junk-Weg 9/2
24182 Berlin",Réunion
55,"rue Clémence Descamps
97440 Sainte Robert-la-Forêt",Sainte Lucie
70,"Plaza Casemiro Segarra 19
Teruel, 20298",Kazajstán
57,"4, rue Martin Bigot
36648 Paul-la-Forêt",Taiwan
21,"Avenida Chuy Pareja 74 Puerta 8 
Navarra, 38134",Pakistán
23,"80, rue Margot Petitjean
74990 Poulain",Biélorussie
74,"56, rue Margaud Besson
85155 Leclercq",Équateur
67,"Camino de Alejandra Valcárcel 72
Guadalajara, 28580",República Popular Democrática de Corea
36,"Plaza de Estela Sancho 57
Ciudad, 36029",Qatar
50,"60, boulevard de Diaz
87911 Marin",Norfolk (Îles)
42,"Karl-Hermann-Klemt-Straße 6/9
47880 Höxter",Südgeorgien und die Südlichen Sandwichinseln
31,"Jacobweg 80
37470 Grafenau",Namibia
47,"Vial de Eladio Bustamante 48
Jaén, 33675",Francia
39,"Camino Isidora Pons 86
Sevilla, 47128",Argentina
61,"Hans-Werner-Zobel-Platz 3
77575 Zeulenroda",Afghanistan
71,"rue Marchal
72430 Leconte-les-Bains",Guatemala
73,"Weinholdring 027
00836 Burgdorf",Gibraltar
64,"Birnbaumallee 15
17679 Main-Höchst",Kaimaninseln
21,"USCGC Morrison
FPO AE 33148",Syrian Arab Republic
64,"54, rue de Hoareau
58799 Sainte Auguste-la-Forêt",Espagne
46,"Rambla Zoraida Revilla 25 Puerta 5 
Melilla, 08314",Uruguay
25,"61369 Potts Motorway Apt. 422
Arthurside, AK 97940",Ghana
47,"Gießstraße 4
43884 Starnberg",Lettland
69,"Heserallee 532
91535 Rochlitz",Tschechische Republik
33,"USNV Bowers
FPO AA 15065",Samoa
71,"USCGC Santos
FPO AA 65500",Azerbaijan
79,"Pasaje Rico Andrés 62
Cáceres, 41944",Islas Marshall
43,"92, chemin Leroy
47571 Techer",Mongolie
60,"Fechnerstraße 7
47495 Gießen",Bosnien und Herzegowina
29,"78, avenue Antoinette Riou
33434 Boyer-les-Bains",Nicaragua
61,"175, chemin Michel Dupont
94522 Langlois",Tunisie
60,"Unit 4137 Box 1145
DPO AA 61443",Congo
55,"avenue de Fontaine
75973 Sainte CatherineBourg",Malte
80,"PSC 1520, Box 9053
APO AE 64577",Senegal
56,"Calle Angélica Marin 46
Las Palmas, 31129",Bahrein
63,"Pasaje de Miguel Ángel Ferrándiz 26 Puerta 2 
Murcia, 17660",Kuwait
52,"Vial de Martina Lozano 55 Piso 8 
Cádiz, 34151",Granada
45,"boulevard de Benard
52892 Saint Claudineboeuf",Angola
71,"Ronda de Dafne Medina 2 Apt. 78 
Teruel, 49428",Bhután
64,"avenue Teixeira
68867 Da SilvaBourg",Lettonie
54,"570, chemin Lebreton
17542 Brunelboeuf",Albanie
